geneid	chr	s1	s2	strand
AL138831.3	chr6	3982673	3984130	1
AL138831.2	chr6	4018713	4019202	1
AL138831.1	chr6	4018843	4021215	-1
PRPF4B	chr6	4021267	4064983	1
FAM217A	chr6	4049434	4087344	-1
C6orf201	chr6	4079206	4130951	1
ECI2	chr6	4115689	4135597	-1
AL136309.3	chr6	4135423	4146053	1
ECI2-DT	chr6	4136072	4157385	1
AL136309.2	chr6	4185479	4188950	-1
AL136309.1	chr6	4189116	4189806	1
AL162718.1	chr6	4304942	4583871	-1
AL159166.1	chr6	4341756	4347162	-1
AL162718.3	chr6	4381211	4383597	1
RNA5SP202	chr6	4427963	4428081	1
AL162718.2	chr6	4449392	4468181	1
LINC02533	chr6	4488798	4495769	1
AL133393.1	chr6	4529722	4530008	1
AL034376.2	chr6	4599287	4602420	-1
AL034376.1	chr6	4610612	4611919	1
PSMC1P11	chr6	4702463	4703779	1
CDYL	chr6	4706159	4955551	1
AL356747.1	chr6	4714098	4724885	-1
CDYL-AS1	chr6	4774526	4775408	-1
AL359643.1	chr6	4979072	4979494	1
RPP40	chr6	4994717	5004063	-1
AL359643.3	chr6	5003774	5045666	1
AL359643.2	chr6	5031756	5054423	-1
AL139094.1	chr6	5065795	5066982	-1
AL035653.1	chr6	5072601	5080946	1
PPP1R3G	chr6	5085341	5089487	1
LYRM4	chr6	5102593	5260939	-1
MIR3691	chr6	5148233	5148322	-1
FARS2	chr6	5261044	5829192	1
AL121978.1	chr6	5291030	5291388	-1
AL021328.1	chr6	5451683	5458075	-1
HNRNPA1P37	chr6	5609227	5610195	-1
AL022097.1	chr6	5664985	5695272	-1
AL136968.2	chr6	5788346	5788699	-1
AL136968.1	chr6	5817421	5818366	-1
AL136307.1	chr6	5851506	5870220	1
RN7SL221P	chr6	5918564	5918844	-1
PKMP5	chr6	5972412	5974012	1
NRN1	chr6	5997999	6007605	-1
F13A1	chr6	6144084	6321013	-1
MIR7853	chr6	6169304	6169435	-1
MIR5683	chr6	6169334	6169409	1
LY86-AS1	chr6	6346465	6622771	-1
SNAPC5P1	chr6	6347081	6347381	-1
AL162719.1	chr6	6450356	6507443	1
CNN3P1	chr6	6534697	6535631	1
LY86	chr6	6588108	6654983	1
AL031123.2	chr6	6680309	6683633	-1
AL031123.3	chr6	6685148	6686984	1
AL031123.1	chr6	6692741	6739030	-1
AL031123.4	chr6	6710891	6713970	1
AL031123.5	chr6	6725036	6733191	1
AL136361.1	chr6	6758276	6759291	-1
BTF3P7	chr6	6794915	6795402	-1
AL158817.1	chr6	6901022	6918715	-1
RN7SL554P	chr6	6938606	6938897	-1
AL139390.1	chr6	6993191	6995727	1
RREB1	chr6	7107597	7251980	1
AL355336.2	chr6	7183083	7185287	1
AL355336.1	chr6	7187582	7187686	-1
AL589644.1	chr6	7232556	7232678	1
AL139095.5	chr6	7258910	7261993	-1
SSR1	chr6	7268306	7347446	-1
AL139095.4	chr6	7276031	7298872	1
CAGE1	chr6	7326656	7389742	-1
AL139095.1	chr6	7331286	7331676	-1
AL139095.2	chr6	7338839	7339568	-1
AL139095.3	chr6	7340854	7342056	-1
RIOK1	chr6	7389793	7418037	1
HNRNPLP1	chr6	7481094	7482594	-1
AL138878.1	chr6	7506203	7506549	1
AL138878.2	chr6	7516600	7517840	-1
AL031058.1	chr6	7540451	7541338	-1
DSP	chr6	7541617	7586714	1
SNRNP48	chr6	7590198	7611967	1
AL390026.1	chr6	7620422	7620878	1
BMP6	chr6	7726099	7881728	1
TXNDC5	chr6	7881517	7910788	-1
BLOC1S5-TXNDC5	chr6	7881522	8064364	-1
AL096800.1	chr6	7938430	7939322	-1
PIP5K1P1	chr6	7986537	7988192	1
BLOC1S5	chr6	8013567	8064396	-1
EEF1E1-BLOC1S5	chr6	8015726	8102530	-1
EEF1E1	chr6	8073360	8102559	-1
AL355499.1	chr6	8102711	8343139	1
AL355499.2	chr6	8158162	8760447	1
AL359378.1	chr6	8341937	8389183	-1
SLC35B3	chr6	8411463	8435611	-1
HULC	chr6	8435568	9294133	1
AL161437.1	chr6	8653558	8653797	1
AL137220.1	chr6	9124221	9161777	-1
OFCC1	chr6	9596110	10211608	-1
AL136226.1	chr6	10118452	10119253	1
AL354868.1	chr6	10213881	10214362	-1
RNU6ATAC21P	chr6	10222036	10222161	1
AL138885.1	chr6	10365593	10366582	-1
TFAP2A	chr6	10393186	10419659	-1
AL138885.3	chr6	10404502	10407928	1
TFAP2A-AS1	chr6	10409340	10416446	1
AL138885.2	chr6	10423140	10426176	-1
AL138885.4	chr6	10426623	10429110	1
LINC00518	chr6	10429255	10435015	-1
MIR5689HG	chr6	10434316	10456781	1
MIR5689	chr6	10439717	10439794	1
MRPL48P1	chr6	10459906	10460541	-1
LINC02522	chr6	10474500	10478502	-1
GCNT2	chr6	10492223	10629368	1
AL139039.3	chr6	10511036	10514546	-1
AL139039.1	chr6	10514282	10514973	1
AL139039.2	chr6	10574749	10575227	-1
GCNT2P1	chr6	10633762	10634695	1
AL358777.3	chr6	10659498	10692860	1
C6orf52	chr6	10671418	10694797	-1
AL358777.1	chr6	10674658	10674768	-1
PAK1IP1	chr6	10694972	10709782	1
TMEM14C	chr6	10722915	10731129	1
AL024498.1	chr6	10743324	10747663	-1
TMEM14B	chr6	10747759	10852753	1
AL024498.2	chr6	10747794	10930423	1
RNA5SP203	chr6	10752791	10752926	-1
MAK	chr6	10762723	10838555	-1
GCM2	chr6	10873223	10882041	-1
AL357497.1	chr6	10881780	10884349	1
SYCP2L	chr6	10886831	10979320	1
ELOVL2	chr6	10980759	11044305	-1
AL121955.1	chr6	11015586	11015888	1
ELOVL2-AS1	chr6	11043482	11079154	1
SMIM13	chr6	11093834	11138733	1
ERVFRD-1	chr6	11102489	11111725	-1
AL136139.1	chr6	11154929	11155150	-1
AL139807.1	chr6	11173452	11259099	1
NEDD9	chr6	11183298	11382348	-1
AL022098.1	chr6	11291299	11296224	1
AL445430.2	chr6	11414636	11515710	1
AL445430.1	chr6	11417207	11481324	1
RNU1-64P	chr6	11503509	11503671	-1
THAP12P5	chr6	11514192	11516466	1
TMEM170B	chr6	11537749	11583524	1
AL357518.1	chr6	11607552	11607981	1
AL357518.2	chr6	11644067	11644343	1
AL022724.1	chr6	11709819	11709960	1
ADTRP	chr6	11712054	11807046	-1
AL022724.3	chr6	11722547	11731923	1
AL022724.2	chr6	11810602	11811248	1
AMD1P4	chr6	11861626	11862970	-1
AL157373.1	chr6	11990338	12001286	-1
AL157373.2	chr6	12007670	12008856	1
HIVEP1	chr6	12008762	12164999	1
EDN1	chr6	12290361	12297194	1
SUMO2P12	chr6	12319453	12319592	1
RN7SKP293	chr6	12406486	12406781	-1
RPL15P3	chr6	12514110	12514724	1
LINC02530	chr6	12582915	12585404	-1
PHACTR1	chr6	12716805	13290484	1
RNU1-11P	chr6	13214056	13214219	1
AL008729.1	chr6	13264861	13295586	-1
TBC1D7	chr6	13266542	13328583	-1
AL008729.2	chr6	13290018	13290490	-1
GFOD1	chr6	13357830	13487662	-1
GFOD1-AS1	chr6	13486294	13486852	1
RPS4XP7	chr6	13521266	13522045	1
RN7SKP204	chr6	13547704	13548013	1
SIRT5	chr6	13574529	13615158	1
AL441883.1	chr6	13614111	13615155	-1
NOL7	chr6	13615335	13632739	1
RANBP9	chr6	13621498	13711835	-1
Z93020.1	chr6	13671720	13678908	1
MCUR1	chr6	13786557	13814568	-1
AL023583.1	chr6	13825432	13826574	1
RNF182	chr6	13924446	13980310	1
MRPL35P1	chr6	13949095	13949666	1
AL022396.1	chr6	14004920	14006901	1
CD83	chr6	14117256	14136918	1
AL133259.1	chr6	14152196	14211186	-1
RNU7-133P	chr6	14156462	14156523	1
AL353152.2	chr6	14210293	14214374	1
AL353152.1	chr6	14229775	14231570	-1
LINC01108	chr6	14280127	14285454	-1
AL080313.2	chr6	14391094	14393929	-1
AL080313.1	chr6	14394326	14404289	1
AL009177.1	chr6	14431683	14502701	1
AL109914.1	chr6	14597514	14599690	-1
RNU6-793P	chr6	14646535	14646638	1
AL138720.1	chr6	14661829	15090170	-1
AL050335.1	chr6	15102946	15104130	-1
RN7SL332P	chr6	15112968	15113221	1
AL136162.1	chr6	15243923	15245000	-1
JARID2	chr6	15246069	15522042	1
JARID2-AS1	chr6	15247815	15248634	-1
RNU6-522P	chr6	15314920	15315026	1
RNU6-645P	chr6	15324367	15324472	-1
AL021938.1	chr6	15522195	15522300	-1
DTNBP1	chr6	15522807	15663058	-1
AL021978.1	chr6	15555780	15559980	1
ARPC3P5	chr6	15934782	15935315	1
LINC02543	chr6	15994944	15999797	1
AL365265.1	chr6	16041381	16041614	-1
AL021407.2	chr6	16107622	16108593	1
MYLIP	chr6	16129086	16148248	1
MIR4639	chr6	16141556	16141624	1
AL021407.3	chr6	16160926	16161411	1
AL021407.1	chr6	16163377	16163762	-1
MRPL42P2	chr6	16171606	16172031	1
RNU6-1114P	chr6	16205014	16205120	1
AL138883.1	chr6	16232231	16232330	-1
GMPR	chr6	16238587	16295549	1
AL009031.1	chr6	16259101	16264553	-1
ATXN1	chr6	16299112	16761491	-1
ATXN1-AS1	chr6	16761138	16762652	1
AL137003.1	chr6	16764346	16766883	1
AL133405.2	chr6	16901104	16952699	-1
AL133405.1	chr6	17015817	17034396	1
AL138740.1	chr6	17092714	17108156	-1
STMND1	chr6	17102050	17131378	1
AL136305.1	chr6	17224243	17281424	-1
RBM24	chr6	17281361	17293871	1
AL034372.1	chr6	17381367	17382120	1
CAP2	chr6	17393505	17557790	1
RPL7P26	chr6	17530899	17531652	-1
SUMO2P13	chr6	17582034	17582305	1
AL138824.1	chr6	17586899	17600191	-1
FAM8A1	chr6	17600302	17611715	1
NUP153	chr6	17615035	17706925	-1
RNU6-190P	chr6	17619533	17619634	1
AL138724.2	chr6	17706257	17707344	1
RNA5SP204	chr6	17721786	17721903	-1
AL138724.1	chr6	17737458	17737556	-1
KIF13A	chr6	17759183	17987635	-1
AL023807.1	chr6	17953572	17953930	1
NHLRC1	chr6	18120440	18122677	-1
TPMT	chr6	18128311	18155077	-1
KDM1B	chr6	18155329	18223854	1
DEK	chr6	18223860	18264548	-1
AL031774.1	chr6	18273165	18273266	-1
AL138825.1	chr6	18304854	18305045	-1
RNU6-263P	chr6	18306973	18307079	-1
DDX18P3	chr6	18363417	18365423	-1
AL138725.1	chr6	18366736	18368644	-1
RNF144B	chr6	18387350	18468870	1
MIR548A1HG	chr6	18522735	18674001	1
MIR548A1	chr6	18571784	18571880	1
AL589647.1	chr6	19143695	19144160	1
AL357052.1	chr6	19290319	19321021	-1
LNC-LBCS	chr6	19323428	19839080	-1
RPL5P20	chr6	19348181	19349076	1
RNA5SP205	chr6	19438283	19438418	1
KRT18P38	chr6	19612755	19614036	1
UQCRFS1P3	chr6	19638040	19638808	-1
RNU6-801P	chr6	19642425	19642529	-1
ID4	chr6	19837370	19842197	1
AL022726.1	chr6	19892397	19894214	1
AL008627.1	chr6	20042455	20042940	-1
MBOAT1	chr6	20099684	20212469	-1
AL158198.1	chr6	20212087	20317739	1
AL158198.2	chr6	20265720	20307200	1
AL132775.1	chr6	20321461	20333193	1
AL132775.2	chr6	20329922	20334411	-1
E2F3	chr6	20401879	20493714	1
RN7SL128P	chr6	20421583	20421887	-1
E2F3-IT1	chr6	20437821	20440178	1
RNU6-141P	chr6	20452369	20452473	-1
AL136303.1	chr6	20500175	20500276	1
CDKAL1	chr6	20534457	21232404	1
AL035090.1	chr6	20722328	20723655	-1
AL513188.1	chr6	20756103	20800694	-1
RNU6-150P	chr6	20993474	20993568	-1
AL451080.1	chr6	21233168	21271132	-1
AL031767.1	chr6	21354411	21355296	-1
AL031767.2	chr6	21369690	21383200	-1
LINC00581	chr6	21485896	21521414	-1
AL512380.1	chr6	21521678	21523783	-1
AL512380.2	chr6	21528739	21595593	-1
SOX4	chr6	21593751	21598619	1
BOLA2P3	chr6	21602128	21602383	1
CASC15	chr6	21664185	22654455	1
AL136313.1	chr6	21822536	21822737	1
RN7SKP240	chr6	22085544	22085918	1
NBAT1	chr6	22133205	22147193	-1
AL359694.1	chr6	22213306	22214237	-1
PRL	chr6	22287244	22302826	-1
HDGFL1	chr6	22569566	22571666	1
AL033539.1	chr6	22589137	22593833	-1
AL033539.2	chr6	22663507	22675493	1
AL035401.1	chr6	22744395	23031780	-1
AL591416.1	chr6	23102680	23103546	1
RNU6-1060P	chr6	23124981	23125087	-1
AL139231.1	chr6	23337711	23404132	1
AL133270.1	chr6	23649496	23649774	1
AL139093.1	chr6	23854139	23857646	1
SPTLC1P2	chr6	23856698	23856818	-1
AL032822.1	chr6	23971879	23972941	1
HNRNPA1P58	chr6	24001824	24002433	1
NRSN1	chr6	24126186	24154900	1
FO393410.1	chr6	24166273	24166374	1
DCDC2	chr6	24171755	24358059	-1
KAAG1	chr6	24356903	24358285	1
RNU6-391P	chr6	24365651	24365754	1
MRS2	chr6	24402908	24426194	1
GPLD1	chr6	24424565	24495205	-1
ALDH5A1	chr6	24494867	24537207	1
KIAA0319	chr6	24544104	24646191	-1
KRT8P43	chr6	24598012	24599790	1
TDP2	chr6	24649979	24666930	-1
ACOT13	chr6	24667035	24705065	1
AL031775.1	chr6	24700907	24701793	-1
C6orf62	chr6	24704861	24719998	-1
AL031775.2	chr6	24706747	24707151	1
LINC02828	chr6	24721658	24751960	1
AL133264.1	chr6	24750671	24751625	-1
GMNN	chr6	24774931	24786099	1
ARMH2	chr6	24797335	24798917	-1
AL512428.1	chr6	24797373	24809798	-1
RIPOR2	chr6	24804282	25042170	-1
MTCO2P33	chr6	24947880	24948344	1
PPIAP29	chr6	24976419	24976982	1
AL160400.1	chr6	25012985	25015696	1
ASS1P1	chr6	25023247	25024483	-1
RN7SL334P	chr6	25031009	25031287	-1
AL133268.3	chr6	25041839	25056664	1
AL133268.2	chr6	25053627	25057073	-1
CMAHP	chr6	25061626	25452263	-1
AL133268.4	chr6	25061796	25134971	1
AL133268.1	chr6	25140003	25141403	1
AL590084.3	chr6	25152547	25152883	1
AL590084.1	chr6	25181359	25181745	1
AL590084.2	chr6	25218688	25219069	1
KATNBL1P5	chr6	25248263	25248779	1
AL024509.3	chr6	25261239	25261731	1
AL024509.2	chr6	25272200	25273751	-1
CARMIL1	chr6	25279078	25620530	1
AL024509.1	chr6	25287432	25287533	-1
RNU6-987P	chr6	25383599	25383702	1
AL022170.1	chr6	25632673	25640931	-1
SCGN	chr6	25652201	25701783	1
PRELID1P2	chr6	25678769	25679164	-1
H2AC1	chr6	25726063	25726562	-1
H2BC1	chr6	25726777	25727345	1
H2BC2P	chr6	25731782	25732091	-1
H2AC2P	chr6	25732497	25732827	1
SLC17A4	chr6	25754699	25781199	1
SLC17A1	chr6	25782915	25832052	-1
SLC17A3	chr6	25833066	25882286	-1
H2AC3P	chr6	25882026	25882395	-1
H2BP5	chr6	25885419	25885751	1
SLC17A2	chr6	25912754	25930726	-1
TRIM38	chr6	25962802	25991231	1
U91328.2	chr6	25983812	25999167	-1
U91328.1	chr6	25992641	26001775	1
U91328.3	chr6	26013241	26013757	1
H3P26	chr6	26016379	26016601	1
H1-1	chr6	26017032	26017787	-1
H3C1	chr6	26020451	26020958	1
H4C1	chr6	26021649	26022050	1
H4C2	chr6	26026815	26027252	-1
H3C2	chr6	26031589	26032099	-1
H2AC4	chr6	26033092	26033618	-1
H2BC3	chr6	26043227	26043713	-1
H2AC5P	chr6	26043989	26044357	1
H3C3	chr6	26045384	26045869	1
H1-2	chr6	26055740	26056470	-1
HFE	chr6	26087281	26098343	1
H4C3	chr6	26103933	26104337	1
H1-6	chr6	26107412	26108135	-1
H2BC4	chr6	26114873	26123926	-1
H2AC6	chr6	26124145	26139116	1
H1-4	chr6	26156329	26157115	1
H2BC5	chr6	26158146	26171349	1
AL353759.1	chr6	26160765	26172802	-1
LARP1P1	chr6	26164072	26164363	1
H2BC6	chr6	26172059	26184655	1
H4C4	chr6	26188710	26189112	-1
H1-12P	chr6	26195554	26196633	1
AL031777.2	chr6	26195595	26199293	-1
H3C4	chr6	26196784	26197286	-1
H2AC7	chr6	26198784	26199293	-1
H2BC7	chr6	26199520	26200715	1
AL031777.1	chr6	26202156	26202654	1
H4C5	chr6	26204552	26206038	1
H2BC8	chr6	26215159	26216692	-1
H2AC8	chr6	26216975	26217483	1
H3C5P	chr6	26219045	26219240	1
H3C6	chr6	26224199	26227473	1
H2AC9P	chr6	26233122	26233255	1
H1-3	chr6	26234212	26234987	-1
H4C6	chr6	26240393	26240793	1
H4C7	chr6	26246611	26246996	-1
H3C7	chr6	26250142	26250635	-1
H2BC9	chr6	26251651	26253710	1
H3C8	chr6	26269405	26271815	-1
H2AC10P	chr6	26272021	26272701	-1
H2BC10	chr6	26272931	26273412	1
H4C8	chr6	26277609	26285638	-1
H3C9P	chr6	26321876	26322292	-1
AL021917.1	chr6	26324705	26331900	-1
BTN3A2	chr6	26365159	26378320	1
BTN2A2	chr6	26383096	26394874	1
BTN3A1	chr6	26402237	26415208	1
BTN2A3P	chr6	26421391	26432383	1
BTN3A3	chr6	26440472	26453415	1
BTN2A1	chr6	26457904	26476621	1
AL121936.2	chr6	26477872	26478533	1
BTN1A1	chr6	26501221	26510422	1
RNU6-502P	chr6	26519351	26519458	-1
HCG11	chr6	26521709	26527404	1
HMGN4	chr6	26538366	26546933	1
AL121936.1	chr6	26569324	26574698	1
ABT1	chr6	26596953	26600739	1
AL513548.3	chr6	26602733	26606661	1
AL513548.2	chr6	26611903	26613109	-1
ZNF322	chr6	26634383	26659752	-1
AL513548.4	chr6	26677003	26683211	1
AL513548.1	chr6	26686241	26687964	1
GUSBP2	chr6	26871484	26956554	-1
POM121L6P	chr6	26896952	26898777	1
LINC00240	chr6	26956932	27059749	1
AL133255.1	chr6	27001208	27001648	-1
AL590062.1	chr6	27018935	27020280	-1
VN1R12P	chr6	27033435	27034310	-1
VN1R13P	chr6	27060365	27061249	-1
VN1R11P	chr6	27083280	27084147	1
RNU2-62P	chr6	27109790	27109980	-1
AL021807.1	chr6	27122657	27123221	-1
H2BC11	chr6	27125897	27132795	-1
H2AC11	chr6	27133042	27135291	1
H4C9	chr6	27138588	27139881	1
H2BC12	chr6	27146361	27146855	-1
H2AC12	chr6	27147106	27147562	1
MIR3143	chr6	27147626	27147688	1
RPL10P2	chr6	27211244	27211913	1
PRSS16	chr6	27247701	27256624	1
AL021808.1	chr6	27268113	27269229	1
POM121L2	chr6	27285903	27312170	-1
VN1R10P	chr6	27324894	27325768	1
ZNF204P	chr6	27357825	27360221	-1
ZNF391	chr6	27374615	27403904	1
AL031118.1	chr6	27404010	27406964	-1
MCFD2P1	chr6	27407697	27407996	1
ZNF184	chr6	27450743	27473118	-1
AL021918.4	chr6	27454568	27457575	1
AL021918.5	chr6	27473194	27494436	1
AL021918.3	chr6	27491422	27519435	-1
AL021918.2	chr6	27510501	27510694	1
AL021918.1	chr6	27515039	27515274	-1
HNRNPA1P1	chr6	27523076	27524339	1
CD83P1	chr6	27560822	27561744	-1
RNU6-471P	chr6	27596412	27596517	1
AL031229.1	chr6	27652602	27652825	-1
AL009179.3	chr6	27679971	27680555	-1
AL009179.1	chr6	27694035	27713352	1
GPR89P	chr6	27737000	27738494	-1
AL009179.2	chr6	27759870	27763184	1
RSL24D1P1	chr6	27780619	27781111	-1
H4C10P	chr6	27807075	27807339	1
H2BC13	chr6	27807444	27807931	-1
H2AC13	chr6	27808199	27808701	1
H3C10	chr6	27810064	27811300	1
H2AC14	chr6	27814302	27814777	-1
H2BC14	chr6	27815022	27815489	1
H4C11	chr6	27824092	27824480	1
H4C12	chr6	27831174	27831560	-1
H2BC15	chr6	27837760	27865798	1
H2AC15	chr6	27837880	27838375	-1
H2BC16P	chr6	27864062	27864401	-1
H2AC16	chr6	27865317	27865798	1
H1-5	chr6	27866792	27867588	-1
H3C11	chr6	27871845	27872346	-1
H4C13	chr6	27873148	27873534	-1
H3C12	chr6	27890315	27893106	-1
H2AC17	chr6	27892699	27893185	-1
H2BC17	chr6	27893425	27893891	1
RNU7-26P	chr6	27897504	27897566	-1
OR2B2	chr6	27911185	27912396	-1
OR2W6P	chr6	27937465	27938403	1
OR2B6	chr6	27957241	27958182	1
RPLP2P1	chr6	27965175	27965514	1
OR2W4P	chr6	27977150	27978075	1
IQCB2P	chr6	28010723	28012355	1
ZSCAN16-AS1	chr6	28015122	28137293	-1
AL121944.1	chr6	28015568	28015777	1
OR2W2P	chr6	28033947	28034855	1
OR2B7P	chr6	28046434	28047367	1
OR2B8P	chr6	28053228	28054165	-1
OR1F12	chr6	28073316	28074260	1
AL121944.2	chr6	28078792	28081130	-1
ZNF165	chr6	28080568	28089563	1
ZSCAN12P1	chr6	28091154	28093664	1
ZNF602P	chr6	28115628	28116551	1
ZSCAN16	chr6	28124609	28130082	1
AL358933.1	chr6	28136849	28139678	1
ZKSCAN8	chr6	28141883	28159460	1
ZNF192P1	chr6	28161769	28169594	1
AL022393.1	chr6	28170845	28172521	1
ZNF603P	chr6	28176188	28176674	1
ZNF192P2	chr6	28188050	28189432	1
TOB2P1	chr6	28217643	28218634	-1
ZSCAN9	chr6	28224886	28233482	1
ZKSCAN4	chr6	28241697	28252269	-1
NKAPL	chr6	28259297	28260958	1
ZSCAN26	chr6	28267010	28278224	1
AL021997.3	chr6	28267121	28281580	1
PGBD1	chr6	28281572	28302549	1
AL021997.2	chr6	28315613	28315883	-1
AL021997.1	chr6	28319660	28319852	-1
ZSCAN31	chr6	28324693	28356271	-1
ZKSCAN3	chr6	28349947	28369172	1
ZSCAN12	chr6	28378955	28399734	-1
RNU2-45P	chr6	28410270	28410456	1
ZSCAN23	chr6	28431930	28443502	-1
COX11P1	chr6	28446973	28447807	1
OR2E1P	chr6	28455648	28456141	-1
Z98745.2	chr6	28476996	28489455	-1
Z98745.1	chr6	28489896	28491661	1
GPX6	chr6	28503296	28528215	-1
GPX5	chr6	28525881	28534955	1
ZBED9	chr6	28570535	28616212	-1
AL049543.1	chr6	28587378	28591747	1
AL121932.1	chr6	28633381	28633594	-1
AL121932.2	chr6	28634861	28649538	1
LINC00533	chr6	28648286	28649066	-1
RPSAP2	chr6	28732017	28732904	1
NOP56P1	chr6	28783633	28784004	-1
AL662890.1	chr6	28837869	28839006	-1
LINC01623	chr6	28859625	28864630	-1
RPL13P	chr6	28861416	28862047	1
ZNF90P2	chr6	28888832	28889906	-1
HCG14	chr6	28896530	28897322	1
TRIM27	chr6	28903002	28923988	-1
RNU6-930P	chr6	28915645	28915744	1
LINC01556	chr6	28943877	28944537	1
KRT18P1	chr6	28969130	28970460	-1
RN7SL471P	chr6	28977475	28977773	1
HCG15	chr6	28986203	28987484	1
AL662791.1	chr6	28986800	28988536	1
ZNF311	chr6	28994785	29005316	-1
OR2AD1P	chr6	29026680	29027607	-1
AL662791.2	chr6	29036021	29076524	1
OR2W1	chr6	29044213	29045240	-1
OR2P1P	chr6	29071824	29072599	-1
SAR1AP1	chr6	29076573	29077168	-1
OR2B3	chr6	29086208	29087313	-1
OR2J1	chr6	29099657	29102701	1
OR2J3	chr6	29108059	29114770	1
AL645937.2	chr6	29124210	29128908	1
AL645937.1	chr6	29137410	29142934	-1
AL645937.4	chr6	29162475	29166201	-1
OR2J2	chr6	29170907	29175811	1
OR2J4P	chr6	29181510	29182445	1
AL645937.3	chr6	29212886	29216933	1
AL672167.1	chr6	29223973	29292963	1
OR2G1P	chr6	29229227	29230157	-1
OR2U1P	chr6	29262703	29264079	-1
OR2U2P	chr6	29268462	29269421	-1
OR14J1	chr6	29301701	29313017	1
DDX6P1	chr6	29329626	29331061	-1
OR5V1	chr6	29353749	29431967	-1
OR12D3	chr6	29373423	29375291	-1
OR12D2	chr6	29395631	29398008	1
OR12D1	chr6	29414928	29418905	1
OR11A1	chr6	29425504	29457071	-1
OR10C1	chr6	29439306	29440977	1
AL645927.1	chr6	29450210	29450558	1
OR2H1	chr6	29457181	29464328	1
UBDP1	chr6	29464596	29469806	-1
MAS1LP1	chr6	29475025	29476071	-1
MAS1L	chr6	29486697	29487956	-1
RPS17P1	chr6	29489271	29489676	-1
LINC02829	chr6	29497475	29510558	1
LINC01015	chr6	29528721	29533665	1
GPR53P	chr6	29537704	29538787	-1
OR2I1P	chr6	29550407	29557721	1
UBD	chr6	29555515	29559732	-1
GABBR1	chr6	29555629	29633976	-1
OR2H5P	chr6	29573909	29574836	1
TMEM183AP1	chr6	29577459	29577748	1
SNORD32B	chr6	29582249	29582332	1
RPL13AP	chr6	29582508	29583025	1
OR2H2	chr6	29585121	29590500	1
SUMO2P1	chr6	29636060	29636343	-1
MOG	chr6	29657002	29672372	1
ZFP57	chr6	29672392	29681110	-1
ZDHHC20P1	chr6	29708125	29708547	-1
HLA-F	chr6	29722775	29738528	1
AL645939.2	chr6	29722981	29723971	-1
HLA-F-AS1	chr6	29726601	29749049	-1
RPL23AP1	chr6	29726669	29727139	-1
MICE	chr6	29741731	29748969	-1
AL645939.3	chr6	29748289	29748513	1
AL645939.1	chr6	29750371	29750472	1
IFITM4P	chr6	29750729	29751148	-1
AL645939.5	chr6	29751965	29752207	-1
AL645939.6	chr6	29752573	29763295	1
AL645939.4	chr6	29763258	29763392	-1
HLA-V	chr6	29790954	29797811	1
HCG4	chr6	29791753	29792750	-1
HLA-P	chr6	29800415	29802425	1
RPL7AP7	chr6	29803195	29803991	-1
MICG	chr6	29812565	29812696	-1
HLA-G	chr6	29826967	29831125	1
HCG4P8	chr6	29827385	29828364	-1
AL645929.3	chr6	29849550	29885615	-1
AL645929.2	chr6	29871895	29873783	-1
AL645929.1	chr6	29887294	29888268	-1
HLA-H	chr6	29887752	29890482	1
HLA-T	chr6	29896654	29897786	1
DDX39BP1	chr6	29906543	29906909	1
MCCD1P1	chr6	29907783	29908645	-1
HCG4B	chr6	29925983	29926973	-1
HLA-K	chr6	29926459	29929232	1
HLA-U	chr6	29934101	29934286	1
HLA-A	chr6	29941260	29945884	1
AL671277.1	chr6	29942075	29943067	-1
HLA-W	chr6	29956596	29958570	1
MICD	chr6	29970801	29972464	-1
HCG9	chr6	29975112	29978410	1
DDX39BP2	chr6	29993209	29993605	1
MCCD1P2	chr6	29994437	29995314	-1
ZNRD1ASP	chr6	30001011	30061640	-1
HLA-J	chr6	30005971	30009956	1
AL671277.2	chr6	30006121	30007116	-1
ETF1P1	chr6	30031713	30033003	1
AL669914.3	chr6	30035916	30035983	1
AL669914.2	chr6	30058115	30058190	1
ZNRD1	chr6	30058899	30064909	1
AL669914.4	chr6	30061080	30061183	1
PPP1R11	chr6	30066709	30070333	1
RNF39	chr6	30070266	30075887	-1
TRIM31	chr6	30102897	30113090	-1
TRIM31-AS1	chr6	30105240	30114724	1
AL669914.1	chr6	30132805	30132966	-1
TRIM40	chr6	30136124	30148735	1
TRIM10	chr6	30151943	30161211	-1
TRIM15	chr6	30163206	30172693	1
TRIM26	chr6	30184455	30213427	-1
PAIP1P1	chr6	30186798	30188614	-1
HCG17	chr6	30234039	30326134	-1
TRIM26BP	chr6	30238301	30242279	1
HLA-L	chr6	30259584	30293014	1
AL662795.2	chr6	30282349	30286054	-1
HCG18	chr6	30286690	30327382	-1
TRIM39	chr6	30326479	30343729	1
TRIM39-RPP21	chr6	30328907	30346854	1
RPP21	chr6	30345131	30346884	1
HLA-N	chr6	30351416	30351550	1
AL662795.1	chr6	30359278	30359911	-1
UBQLN1P1	chr6	30363112	30364280	-1
MICC	chr6	30414715	30419319	1
AL662873.1	chr6	30451139	30456212	1
TMPOP1	chr6	30466452	30467994	1
SUCLA2P1	chr6	30468882	30470251	1
RANP1	chr6	30485940	30486590	1
HLA-E	chr6	30489509	30494194	1
LINC02569	chr6	30516266	30519217	1
GNL1	chr6	30541377	30557174	-1
