geneid	chr	s1	s2	strand
PCDHB5	chr5	140514800	140517703	1
PCDHB6	chr5	140529683	140532868	1
PCDHB17	chr5	140535577	140538639	1
PCDHB7	chr5	140552243	140555957	1
PCDHB8	chr5	140557371	140560081	1
PCDHB16	chr5	140560980	140565793	1
PCDHB9	chr5	140566893	140571111	1
PCDHB10	chr5	140571942	140575215	1
PCDHB11	chr5	140579183	140582618	1
PCDHB12	chr5	140588269	140591696	1
PCDHB13	chr5	140593509	140596993	1
PCDHB14	chr5	140602931	140605858	1
PCDHB18	chr5	140613938	140617101	1
PCDHB19P	chr5	140619518	140621864	1
PCDHB15	chr5	140625147	140627799	1
SLC25A2	chr5	140682196	140683612	-1
TAF7	chr5	140698057	140700330	-1
AC005618.1	chr5	140699661	140700339	-1
AC005618.6	chr5	140705777	140708924	1
PCDHGA1	chr5	140710252	140892546	1
PCDHGA2	chr5	140718539	140892546	1
PCDHGA3	chr5	140723601	140892546	1
PCDHGB1	chr5	140729828	140892546	1
PCDHGA4	chr5	140734768	140892546	1
PCDHGB2	chr5	140739703	140892546	1
PCDHGA5	chr5	140743898	140892546	1
PCDHGB3	chr5	140749831	140892546	1
PCDHGA6	chr5	140753651	140892546	1
PCDHGA7	chr5	140762467	140892546	1
PCDHGB4	chr5	140767452	140892546	1
PCDHGA8	chr5	140772381	140892546	1
PCDHGA9	chr5	140782520	140892546	1
PCDHGB6	chr5	140787770	140892546	1
PCDHGA10	chr5	140792743	140892546	1
PCDHGB7	chr5	140797427	140892546	1
PCDHGA11	chr5	140800762	140891835	1
PCDHGB8P	chr5	140805853	140808219	1
PCDHGA12	chr5	140810185	140892546	1
PCDHGC3	chr5	140855580	140892542	1
RN7SL68P	chr5	140858883	140859190	1
PCDHGC4	chr5	140864741	140892546	1
PCDHGC5	chr5	140868808	140892546	1
DIAPH1	chr5	140894583	140998622	-1
CTD-2024I7.13	chr5	140937878	140944830	1
CTD-2024I7.1	chr5	140968502	140968709	1
AC008781.7	chr5	140997981	141006048	1
HDAC3	chr5	141000443	141016437	-1
RELL2	chr5	141016517	141020644	1
FCHSD1	chr5	141018869	141030986	-1
ARAP3	chr5	141032968	141061788	-1
PCDH1	chr5	141232938	141258811	-1
AC005740.3	chr5	141275733	141276254	-1
KIAA0141	chr5	141303373	141321612	1
PCDH12	chr5	141323150	141349304	-1
AC005740.6	chr5	141331984	141332940	1
RNF14	chr5	141337893	141369856	1
AC005740.5	chr5	141350202	141362252	-1
GNPDA1	chr5	141371314	141392606	-1
AC005740.4	chr5	141416272	141416690	-1
NDFIP1	chr5	141488070	141534005	1
SPRY4	chr5	141689992	141706020	-1
AC005592.2	chr5	141704858	142051566	1
AC005215.1	chr5	141913820	141913910	-1
RPS12P10	chr5	141946265	141946641	1
FGF1	chr5	141971743	142077617	-1
AC005370.1	chr5	142029565	142029647	-1
AC005592.3	chr5	142083347	142084986	1
AC005592.1	chr5	142125165	142140563	1
ARHGAP26	chr5	142149949	142608576	1
ARHGAP26-AS1	chr5	142239169	142248487	-1
ARHGAP26-IT1	chr5	142572065	142573731	1
NR3C1	chr5	142657496	142815077	-1
RPL7P21	chr5	142712170	142712804	1
CTD-2050E21.1	chr5	142869420	142910915	-1
RNU7-156P	chr5	142922079	142922152	-1
CTD-2050E21.2	chr5	142938784	142942113	1
CTB-57H20.1	chr5	142985193	143208337	1
MIR5197	chr5	143059425	143059536	1
CTB-70D19.1	chr5	143131655	143132269	-1
HMHB1	chr5	143191726	143200284	1
RN7SL87P	chr5	143520444	143520729	1
YIPF5	chr5	143537723	143550278	-1
KCTD16	chr5	143550396	143865249	1
CTC-218H9.1	chr5	143748897	143764873	1
CKS1BP5	chr5	143818769	143819041	1
CTB-85P21.1	chr5	143901703	143902551	1
RN7SKP246	chr5	143914917	143915233	-1
CTC-342P15.1	chr5	144381416	144385352	-1
AC132803.1	chr5	144577338	144577422	1
CTC-367F4.1	chr5	144602173	144608545	-1
ASS1P10	chr5	144608374	144609617	1
CTC-806A22.1	chr5	144717495	144761233	-1
CTB-73N10.1	chr5	144809431	144830662	1
PRELID2	chr5	144851362	145214932	-1
CTB-78O21.1	chr5	145107923	145108912	-1
GRXCR2	chr5	145239296	145252531	-1
SH3RF2	chr5	145316142	145461354	1
AC005351.1	chr5	145376781	145377566	1
PLAC8L1	chr5	145463949	145483932	-1
RP11-118M9.3	chr5	145478969	145499975	1
LARS	chr5	145492601	145562223	-1
RP11-449H3.1	chr5	145517318	145517944	1
RP11-449H3.2	chr5	145518334	145518571	1
RBM27	chr5	145583113	145718814	1
RNU7-180P	chr5	145624754	145624816	-1
CTC-359M8.1	chr5	145686661	145756526	-1
POU4F3	chr5	145718587	145720083	1
CTC-359M8.3	chr5	145755154	145755782	-1
CTB-1H10.1	chr5	145780544	145786922	1
TCERG1	chr5	145826874	145891524	1
GPR151	chr5	145892666	145895753	-1
CTB-99A3.1	chr5	145942789	145996567	1
RNA5SP196	chr5	145965662	145965763	-1
PPP2R2B	chr5	145967936	146464347	-1
RN7SL791P	chr5	146035966	146036258	-1
KRT8P48	chr5	146085944	146087163	-1
AC011357.1	chr5	146114398	146114467	1
PPP2R2B-IT1	chr5	146293770	146299069	-1
CTC-255N20.1	chr5	146559767	146614422	-1
STK32A	chr5	146614526	146767415	1
DPYSL3	chr5	146770374	146889619	-1
CTB-108O6.2	chr5	146781323	146781559	1
JAKMIP2	chr5	146967990	147162338	-1
SPINK1	chr5	147204131	147211349	-1
CTC-327F10.1	chr5	147231207	147232222	-1
SCGB3A2	chr5	147250245	147261754	1
C5orf46	chr5	147260289	147286101	-1
CTC-327F10.5	chr5	147265649	147266441	-1
CTC-327F10.4	chr5	147266675	147267267	1
EEF1GP2	chr5	147301742	147302984	1
SPINK5	chr5	147405246	147516852	1
SPINK14	chr5	147549296	147554961	1
SPINK6	chr5	147582357	147594700	1
HMGN1P16	chr5	147600923	147601205	-1
CTC-295J13.3	chr5	147618133	147622157	1
SPINK13	chr5	147647743	147665817	1
RP11-373N22.3	chr5	147647870	147763346	-1
PGBD4P3	chr5	147686861	147687821	1
SPINK7	chr5	147691982	147695485	1
AC091948.1	chr5	147698550	147701891	1
SPINK9	chr5	147700766	147719412	1
FBXO38	chr5	147763498	147822399	1
CTD-2283N19.1	chr5	147809722	147810370	-1
HTR4	chr5	147830595	148056798	-1
HTR4-IT1	chr5	148024250	148025953	-1
ADRB2	chr5	148206156	148208196	1
SH3TC2	chr5	148303202	148442726	-1
RP11-44B19.1	chr5	148349903	148350216	1
RNU6-732P	chr5	148437117	148437219	-1
MIR584	chr5	148441876	148441972	-1
CTC-529P8.1	chr5	148442880	148489350	1
RN7SKP145	chr5	148495741	148496043	-1
ABLIM3	chr5	148521046	148640105	1
RP11-331K21.1	chr5	148543518	148656339	-1
AC012613.2	chr5	148596086	148656368	-1
AFAP1L1	chr5	148651434	148721365	1
GRPEL2	chr5	148724993	148734146	1
GRPEL2-AS1	chr5	148727679	148737205	-1
PCYOX1L	chr5	148737570	148749216	1
IL17B	chr5	148750887	148783765	-1
RP11-394O4.3	chr5	148751737	148754679	1
MIR143HG	chr5	148786252	148808241	1
AC131025.8	chr5	148786526	148793660	1
MIR143	chr5	148808481	148808586	1
MIR145	chr5	148809849	148812397	1
CSNK1A1	chr5	148871760	148931007	-1
CTB-89H12.4	chr5	148872949	148884233	-1
RPL29P14	chr5	148924946	148925373	-1
ARHGEF37	chr5	148931510	149014531	1
AC021078.1	chr5	148983839	148983980	-1
RNU6-588P	chr5	148986200	148986304	-1
RN7SL868P	chr5	149101633	149101933	1
PPARGC1B	chr5	149109861	149234585	1
MIR378A	chr5	149112388	149112453	1
PDE6A	chr5	149237519	149324356	-1
AC008427.2	chr5	149311577	149312231	-1
SLC26A2	chr5	149340300	149373018	1
TIGD6	chr5	149372681	149380730	-1
HMGXB3	chr5	149379884	149432386	1
AC011406.2	chr5	149394348	149394717	-1
RPS20P4	chr5	149401130	149401484	-1
CSF1R	chr5	149432854	149492935	-1
RPL7P1	chr5	149473860	149474619	1
PDGFRB	chr5	149493400	149535435	-1
CDX1	chr5	149546358	149564120	1
SLC6A7	chr5	149569520	149602351	1
CAMK2A	chr5	149599054	149669854	-1
ARSI	chr5	149675906	149718870	-1
TCOF1	chr5	149737202	149779871	1
CD74	chr5	149781200	149792492	-1
RPS14	chr5	149822753	149829319	-1
CTC-367J11.1	chr5	149855094	149865531	-1
NDST1	chr5	149865381	149937773	1
SYNPO	chr5	149980642	150038782	1
CTB-140J7.2	chr5	149987990	149994916	-1
MYOZ3	chr5	150040436	150058927	1
CTC-345K18.2	chr5	150050220	150051952	-1
RBM22	chr5	150070356	150080669	-1
DCTN4	chr5	150088002	150138671	-1
SMIM3	chr5	150157508	150176296	1
AC010441.1	chr5	150157867	150176297	1
IRGM	chr5	150226085	150280298	1
ZNF300	chr5	150273954	150284545	-1
ZNF300P1	chr5	150310207	150325851	-1
GPX3	chr5	150400124	150408554	1
TNIP1	chr5	150409506	150473138	-1
ANXA6	chr5	150480273	150537443	-1
CTB-17P3.4	chr5	150537667	150538023	-1
CCDC69	chr5	150560613	150603706	-1
GM2A	chr5	150591711	150650001	1
SLC36A3	chr5	150656323	150683327	-1
SLC36A2	chr5	150694539	150727151	-1
CTC-224D3.1	chr5	150698983	150699337	1
CTB-23I7.1	chr5	150745994	150810913	-1
AC034205.1	chr5	150748005	150748076	-1
CTB-23I7.2	chr5	150757564	150758201	-1
CTB-23I7.3	chr5	150759902	150761942	1
SLC36A1	chr5	150816607	150871942	1
RNA5SP197	chr5	150857020	150857138	-1
FAT2	chr5	150883654	150948505	-1
CTC-251D13.1	chr5	150889014	150892330	1
CTB-113P19.4	chr5	151031836	151035010	1
SPARC	chr5	151040657	151066726	-1
CTB-113P19.1	chr5	151056506	151104343	1
RN7SKP232	chr5	151083850	151084139	-1
CTB-113P19.5	chr5	151104392	151104917	-1
ATOX1	chr5	151121877	151152093	-1
CTB-113P19.3	chr5	151133553	151146808	1
RP11-54C4.1	chr5	151145420	151145939	-1
G3BP1	chr5	151150606	151192346	1
GLRA1	chr5	151202074	151304403	-1
RP11-54C4.2	chr5	151228447	151230352	1
RNA5SP198	chr5	151255127	151255253	-1
CTB-12O2.1	chr5	151329132	151650009	1
NMUR2	chr5	151771093	151812929	-1
CTC-550M4.1	chr5	151875279	151875578	-1
AC091969.1	chr5	151998525	152603103	-1
GRIA1	chr5	152869175	153193429	1
RN7SL177P	chr5	153134942	153135238	1
AC091962.3	chr5	153266988	153278547	-1
RP11-461L18.1	chr5	153281019	153282783	1
FAM114A2	chr5	153369688	153418496	-1
MFAP3	chr5	153418466	153600038	1
AC010295.1	chr5	153472864	153472939	-1
GALNT10	chr5	153570290	153800544	1
SAP30L-AS1	chr5	153708997	153825410	-1
HNRNPA3P7	chr5	153717031	153718012	-1
AC008625.1	chr5	153719592	153719686	-1
MIR1294	chr5	153726666	153726807	1
RN7SL655P	chr5	153728988	153729283	1
SAP30L	chr5	153825517	153840614	1
HAND1	chr5	153854532	153857824	-1
CTB-158E9.1	chr5	153863477	153865710	-1
CTB-158E9.2	chr5	153873136	153874303	1
CIR1P1	chr5	153938868	153940000	-1
MIR3141	chr5	153975572	153975632	-1
MIR1303	chr5	154065336	154065421	1
RN7SL439P	chr5	154083077	154083344	-1
LARP1	chr5	154092462	154197167	1
CTC-209L16.1	chr5	154108791	154109254	1
FAXDC2	chr5	154198051	154238812	-1
MIR378H	chr5	154209018	154209100	1
CNOT8	chr5	154237113	154256353	1
GEMIN5	chr5	154266976	154317769	-1
MRPL22	chr5	154320630	154348971	1
CTC-280C13.1	chr5	154373158	154374005	1
KIF4B	chr5	154393260	154397685	1
AC008410.1	chr5	154404274	154404360	-1
CTD-2311A18.1	chr5	154490744	154491884	-1
CTC-447K7.1	chr5	154776851	154777913	1
CTB-95D12.1	chr5	154870896	154873158	1
RNA5SP199	chr5	155272447	155272538	1
SGCD	chr5	155297354	156194799	1
CTB-56J15.1	chr5	155885408	155885517	-1
CTC-340I23.2	chr5	156131069	156166823	-1
RNU6-556P	chr5	156241141	156241245	1
PPP1R2P3	chr5	156277549	156279539	1
TIMD4	chr5	156346293	156390266	-1
APOOP1	chr5	156351130	156351721	1
HAVCR1	chr5	156456424	156486130	-1
HAVCR2	chr5	156512843	156569880	-1
CTB-120L21.1	chr5	156531799	156541911	1
MED7	chr5	156564423	156586030	-1
ITK	chr5	156569944	156682201	1
FAM71B	chr5	156588857	156593275	-1
CTB-4E7.1	chr5	156626253	156651390	-1
AC010609.1	chr5	156662195	156662309	-1
CTC-248O19.1	chr5	156687132	156693635	-1
CYFIP2	chr5	156693089	156822606	1
FNDC9	chr5	156768608	156772729	-1
CTB-109A12.1	chr5	156789623	156887086	-1
CTB-47B11.3	chr5	156802749	156811958	-1
ADAM19	chr5	156822542	157002783	-1
CTB-47B11.1	chr5	156849447	156849881	1
NIPAL4	chr5	156887027	156901725	1
AC106801.1	chr5	156992972	156996106	1
RNU6-390P	chr5	157006505	157006607	1
AC008694.2	chr5	157031715	157032645	-1
SOX30	chr5	157052687	157098488	-1
C5orf52	chr5	157098561	157107151	1
AC008694.3	chr5	157109993	157117274	-1
THG1L	chr5	157158205	157168456	1
AC026407.1	chr5	157160003	157161727	-1
LSM11	chr5	157170703	157187717	1
CTC-370J7.1	chr5	157174512	157174715	-1
CLINT1	chr5	157212751	157286183	-1
RNU6-260P	chr5	157236106	157236212	1
CTB-47B8.1	chr5	157358266	157358571	-1
RNU2-48P	chr5	157403774	157403964	-1
MARK2P11	chr5	157411666	157416998	-1
CTB-47B8.5	chr5	157413154	157414714	-1
CTB-47B8.4	chr5	157505107	157505772	-1
CTC-436K13.5	chr5	157600609	157603430	-1
CTC-436K13.1	chr5	157602404	157627024	1
CTC-436K13.4	chr5	157615985	157616919	-1
CTC-436K13.6	chr5	157652360	157661384	-1
CTC-436K13.3	chr5	157683145	157685444	1
CTC-436K13.2	chr5	157702719	157705821	1
RP11-542A14.1	chr5	157851593	157879766	1
RP11-542A14.2	chr5	157891473	157891686	1
RP11-32D16.1	chr5	157912198	157961446	1
EBF1	chr5	158122928	158526769	-1
CTD-2363C16.1	chr5	158410014	158411797	1
CTD-2363C16.2	chr5	158412814	158414207	1
RP11-175K6.1	chr5	158527491	158544486	1
RNF145	chr5	158584417	158637061	-1
CTB-11I22.1	chr5	158636929	158675804	1
CTB-11I22.2	chr5	158654723	158672135	1
SNORA68	chr5	158657202	158657330	1
UBLCP1	chr5	158690089	158713044	1
AC008697.1	chr5	158737941	158789842	1
IL12B	chr5	158741791	158757895	-1
RNU4ATAC2P	chr5	158745050	158745175	1
AC008703.1	chr5	158875564	158893284	-1
AC008703.2	chr5	158952946	158953018	1
AC008691.1	chr5	159175240	159188068	-1
AC011343.1	chr5	159203779	159298391	-1
ADRA1B	chr5	159343790	159399551	1
GAPDHP40	chr5	159377500	159378505	-1
TTC1	chr5	159436120	159492550	1
AC068657.2	chr5	159450747	159451052	-1
PWWP2A	chr5	159488808	159546430	-1
AC008706.1	chr5	159556217	159556280	1
FABP6	chr5	159614374	159665742	1
CTB-127C13.1	chr5	159622751	159631833	-1
RP11-34P1.1	chr5	159674524	159675224	1
CCNJL	chr5	159678659	159772403	-1
RP11-34P1.2	chr5	159685260	159685592	1
RN7SL295P	chr5	159718795	159719067	1
RP11-34P1.4	chr5	159753700	159753976	1
C1QTNF2	chr5	159774758	159797648	-1
C5orf54	chr5	159820155	159827104	-1
SLU7	chr5	159828648	159848718	-1
PTTG1	chr5	159848829	159855748	1
MIR146A	chr5	159895275	159914433	1
MIR3142	chr5	159901409	159901490	1
ATP10B	chr5	159990127	160279221	-1
CTC-348L5.1	chr5	160040880	160066190	1
AC011363.1	chr5	160091594	160091688	1
CTC-529G1.1	chr5	160112358	160119896	1
RP11-109J4.1	chr5	160358785	160365633	-1
AC022120.1	chr5	160657057	160657154	-1
GABRB2	chr5	160715436	160976050	-1
GABRA6	chr5	160974069	161129599	1
RP11-348M17.2	chr5	161114353	161116414	-1
GLRXP3	chr5	161178454	161178774	-1
GABRA1	chr5	161274197	161326975	1
GABRG2	chr5	161494546	161582542	1
RP11-96G10.1	chr5	161851384	161854351	-1
RNU6-164P	chr5	161904897	161904999	1
RP11-167P20.1	chr5	161985691	162050467	-1
ARL2BPP5	chr5	162188839	162189319	1
RP11-541P9.3	chr5	162439271	162864332	-1
MRP63P6	chr5	162466297	162466605	1
CTB-95B16.1	chr5	162843531	162843737	1
CCNG1	chr5	162864575	162873157	1
AC112205.1	chr5	162866447	162873821	-1
NUDCD2	chr5	162873532	162887146	-1
HMMR	chr5	162887209	162918947	1
RP11-80G7.1	chr5	162910071	162921064	-1
MAT2B	chr5	162930120	162946342	1
RP11-756G12.1	chr5	163136216	163136520	-1
RNU6-168P	chr5	163223071	163223171	-1
CTB-107P3.1	chr5	163314512	163314833	-1
CTC-207P7.1	chr5	163546104	163661103	-1
CTB-32P11.1	chr5	163636637	163638898	1
CTC-340A15.2	chr5	163723702	164598649	1
CTD-2313P7.1	chr5	163875428	163894408	-1
CTC-340A15.1	chr5	164028008	164028458	-1
RNU6-209P	chr5	164362168	164362274	-1
CTB-181F24.1	chr5	164647583	164668758	-1
CTC-535M15.2	chr5	164776036	165205694	1
RN7SKP60	chr5	165036446	165036684	1
CTC-535M15.1	chr5	165209810	165210139	-1
CTC-425K20.1	chr5	165332131	165332613	1
RPL7P20	chr5	165455572	165456316	-1
RP11-67M9.1	chr5	165555503	165582444	1
AC122720.1	chr5	165586438	165586525	-1
CTB-63M22.1	chr5	165809310	165809604	1
CTB-7E3.1	chr5	166332227	166353375	-1
CTC-264O10.2	chr5	166543323	166546590	-1
CTC-264O10.1	chr5	166591939	166595406	-1
TENM2	chr5	166711804	167691162	1
CTB-180C19.1	chr5	166714325	166721278	-1
CTC-286N12.1	chr5	166723239	166730377	-1
CTB-105L4.2	chr5	166733278	166736875	-1
CTB-78F1.1	chr5	167080233	167087486	-1
CTB-78F1.2	chr5	167148368	167156129	1
AC093304.1	chr5	167297550	167297670	-1
CTC-353G13.1	chr5	167364722	167380474	-1
CTB-77H17.1	chr5	167392192	167394091	-1
CTB-178M22.1	chr5	167512334	167614724	-1
CTB-178M22.2	chr5	167656588	167659362	-1
WWC1	chr5	167718656	167899308	1
RARS	chr5	167913450	167946304	1
FBLL1	chr5	167956121	167957639	1
PANK3	chr5	167975500	168006605	-1
SLC2A3P1	chr5	167979282	167980732	-1
MIR103A1	chr5	167987897	167987982	-1
CTC-575D19.1	chr5	168043317	168044059	1
CTC-558O2.2	chr5	168081518	168094766	1
SLIT3	chr5	168088745	168728133	-1
CTC-558O2.1	chr5	168133572	168147889	1
MIR218-2	chr5	168195151	168195260	-1
CTB-174D11.2	chr5	168420005	168422682	1
CTB-174D11.1	chr5	168440232	168465003	1
MIR585	chr5	168690605	168690698	-1
RNU6-477P	chr5	168979453	168979559	1
SPDL1	chr5	169010638	169031782	1
DOCK2	chr5	169064251	169510386	1
CTB-37A13.1	chr5	169199970	169206369	-1
FAM196B	chr5	169291268	169407744	-1
MIR378E	chr5	169455492	169455570	1
FOXI1	chr5	169532901	169536727	1
KRT18P41	chr5	169567668	169568944	-1
CTB-27N1.1	chr5	169618583	169626145	-1
C5orf58	chr5	169659451	169679579	1
LCP2	chr5	169673241	169725231	-1
CTB-114C7.4	chr5	169735705	169739720	-1
CTB-114C7.3	chr5	169758433	169760883	1
KCNIP1	chr5	169780491	170163636	1
KCNMB1	chr5	169801675	169816681	-1
CTD-2270F17.1	chr5	169816497	169849848	1
CTB-147C13.1	chr5	169910810	169913411	-1
CTC-265N9.1	chr5	170066162	170108441	-1
MIR4454	chr5	170174051	170215654	-1
GABRP	chr5	170190354	170241051	1
RANBP17	chr5	170288874	170727019	1
RN7SL623P	chr5	170293839	170294146	1
CTC-455F18.3	chr5	170323933	170331465	1
RP11-546B8.3	chr5	170678870	170679986	1
TLX3	chr5	170736288	170739138	1
RP11-546B8.1	chr5	170772347	170772634	-1
RN7SL339P	chr5	170786121	170786414	1
RP11-117L6.1	chr5	170792599	170794697	1
RP11-546B8.5	chr5	170793303	170793615	1
MIR3912	chr5	170813660	170813764	-1
NPM1	chr5	170814120	170838141	1
FGF18	chr5	170846660	170884627	1
AC011410.1	chr5	171197534	171197724	1
CTB-78H18.1	chr5	171200656	171201743	1
SMIM23	chr5	171212876	171221602	1
FBXW11	chr5	171288553	171433877	-1
STK10	chr5	171469077	171615390	-1
AC113342.1	chr5	171507909	171507980	-1
EFCAB9	chr5	171621176	171630456	1
UBTD2	chr5	171636644	171711075	-1
KLF3P1	chr5	171681422	171682443	-1
AC008671.1	chr5	171706206	171706319	1
SH3PXD2B	chr5	171752185	171881527	-1
AC011407.1	chr5	171866667	171866758	-1
CTB-54I1.1	chr5	171984395	171986017	-1
AC027309.1	chr5	172036245	172036436	-1
NEURL1B	chr5	172068269	172118543	1
CTB-79E8.3	chr5	172083525	172083716	-1
MIR5003	chr5	172089168	172089266	1
CTB-79E8.2	chr5	172117457	172124723	-1
RP11-779O18.1	chr5	172185229	172189559	1
RP11-779O18.2	chr5	172189524	172190261	-1
RP11-779O18.3	chr5	172189983	172204777	1
DUSP1	chr5	172195093	172198198	-1
RP11-779O18.4	chr5	172212265	172212427	-1
RP11-536N17.1	chr5	172243624	172246961	1
ERGIC1	chr5	172261278	172379688	1
CTC-308K20.1	chr5	172381789	172386395	-1
CTC-308K20.2	chr5	172381910	172384165	1
RPL26L1	chr5	172385732	172396774	1
CTC-308K20.3	chr5	172402514	172403377	1
ATP6V0E1	chr5	172410760	172462448	1
CTC-308K20.4	chr5	172413683	172414201	1
SNORA74B	chr5	172447731	172447931	1
CREBRF	chr5	172483355	172566291	1
CDC42P5	chr5	172512345	172513213	-1
CTC-209H22.3	chr5	172571165	172572042	-1
BNIP1	chr5	172571445	172591390	1
RPL7AP33	chr5	172652839	172653426	-1
NKX2-5	chr5	172659112	172662360	-1
RNA5SP200	chr5	172719520	172719622	-1
STC2	chr5	172741716	172756506	-1
RNU6-500P	chr5	172789137	172789243	-1
CTB-32H22.1	chr5	172841038	172878168	1
CTB-164N12.1	chr5	172890503	172911587	1
CTB-33O18.1	chr5	172989481	173000202	1
CTB-33O18.2	chr5	173001941	173003278	1
CTB-33O18.3	chr5	173006646	173012071	1
BOD1	chr5	173034517	173043663	-1
CTB-43E15.1	chr5	173069522	173085197	1
CTB-43E15.2	chr5	173116462	173132852	1
CTB-43E15.3	chr5	173134617	173173214	-1
AC008674.1	chr5	173157081	173157180	1
CTB-43E15.4	chr5	173213793	173236042	-1
CPEB4	chr5	173315283	173388979	1
C5orf47	chr5	173400782	173433143	1
RP11-619L12.1	chr5	173466754	173467243	-1
NSG2	chr5	173472607	173670504	1
RP11-619L12.3	chr5	173483063	173483588	-1
RP11-619L12.4	chr5	173508509	173513562	-1
CTC-229L21.1	chr5	173600104	173608817	1
CTC-430J12.2	chr5	173756615	173757506	1
RP11-267A15.1	chr5	173763298	173959460	1
GAPDHP71	chr5	173940308	173941310	1
SUMO2P6	chr5	173988779	173989066	1
RP11-267A15.3	chr5	174045167	174052778	1
HIGD1AP3	chr5	174059935	174060212	1
MSX2	chr5	174151536	174157896	1
CTD-2532K18.1	chr5	174178307	174277728	1
MIR4634	chr5	174178737	174178790	1
CTD-2532K18.2	chr5	174247030	174253327	1
CTC-281M20.1	chr5	174346085	174422516	-1
NIFKP2	chr5	174350093	174350948	1
CTC-281M20.3	chr5	174353544	174353720	1
CTC-281M20.4	chr5	174413298	174414053	1
ARL2BPP6	chr5	174717734	174718255	1
DRD1	chr5	174867042	174871211	-1
SFXN1	chr5	174904065	174956745	1
CTC-571O20.1	chr5	174910598	174911195	-1
RN7SKP148	chr5	175055191	175055465	1
HRH2	chr5	175085033	175113245	1
RNU6-226P	chr5	175130901	175131007	1
CPLX2	chr5	175223313	175311023	1
RP11-91H12.4	chr5	175333942	175385541	-1
THOC3	chr5	175344876	175461683	-1
AC138965.1	chr5	175362212	175362304	-1
RP11-91H12.3	chr5	175399614	175412859	1
OR1X1P	chr5	175433148	175434390	1
RP11-826N14.1	chr5	175467747	175469881	1
RP11-826N14.2	chr5	175476681	175489024	-1
FAM153B	chr5	175487692	175559261	1
RP11-844P9.1	chr5	175551213	175558464	-1
RP11-826N14.4	chr5	175564160	175582741	1
RP11-844P9.2	chr5	175570088	175626298	-1
RP11-844P9.4	chr5	175630317	175630713	-1
SIMC1	chr5	175665365	175772994	1
RP11-844P9.3	chr5	175735066	175736016	1
KIAA1191	chr5	175773064	175788971	-1
RP11-843P14.2	chr5	175774944	175780587	1
RP11-843P14.1	chr5	175781209	175783171	1
ARL10	chr5	175792471	175828866	1
MIR1271	chr5	175794949	175795034	1
NOP16	chr5	175810949	175815976	-1
HIGD2A	chr5	175815748	175816772	1
CLTB	chr5	175819456	175843570	-1
FAF2	chr5	175874629	175937075	1
AC010297.1	chr5	175878763	175878873	1
RNF44	chr5	175953698	175965026	-1
CDHR2	chr5	175969512	176022975	1
RN7SL684P	chr5	175974436	175974727	-1
GPRIN1	chr5	176022803	176037134	-1
SNCB	chr5	176047085	176057530	-1
MIR4281	chr5	176056440	176056501	-1
EIF4E1B	chr5	176057683	176073642	1
TSPAN17	chr5	176074388	176086058	1
RP11-375B1.1	chr5	176134357	176153244	-1
RP11-375B1.2	chr5	176153943	176166459	-1
RP11-375B1.3	chr5	176170206	176170872	1
UNC5A	chr5	176237478	176307897	1
HK3	chr5	176307870	176326333	-1
UIMC1	chr5	176332006	176449634	-1
ZNF346	chr5	176449697	176508190	1
ZNF346-IT1	chr5	176478715	176479964	1
FGFR4	chr5	176513887	176525145	1
NSD1	chr5	176560026	176727216	1
CTD-2301A4.3	chr5	176691767	176692242	1
CTD-2301A4.5	chr5	176692581	176693589	-1
RAB24	chr5	176728199	176730745	-1
MXD3	chr5	176728462	176739758	-1
PRELID1	chr5	176730775	176733960	1
LMAN2	chr5	176758563	176778853	-1
RN7SL562P	chr5	176767675	176767919	-1
CTD-2301A4.1	chr5	176773074	176773427	1
RGS14	chr5	176784838	176799602	1
SLC34A1	chr5	176806236	176825849	1
PFN3	chr5	176827108	176827637	-1
F12	chr5	176829141	176836577	-1
GRK6	chr5	176830205	176869902	1
PRR7-AS1	chr5	176865504	176874700	-1
PRR7	chr5	176873446	176883283	1
DBN1	chr5	176883609	176901402	-1
PDLIM7	chr5	176910395	176924607	-1
RP11-1334A24.6	chr5	176921996	176930648	1
DOK3	chr5	176928908	176938275	-1
DDX41	chr5	176938578	176944470	-1
FAM193B	chr5	176946789	176981542	-1
RP11-1277A3.3	chr5	176981825	176982365	1
TMED9	chr5	177019159	177023125	1
B4GALT7	chr5	177027101	177037348	1
RP11-1277A3.1	chr5	177038254	177046755	1
RP11-1277A3.2	chr5	177046060	177099210	-1
RP11-1101H11.1	chr5	177109295	177140970	1
FAM153A	chr5	177134982	177210399	-1
RP11-1026M7.2	chr5	177209198	177221397	1
RP11-1026M7.3	chr5	177228205	177230345	-1
RP11-423H2.1	chr5	177236408	177377733	1
OR1X5P	chr5	177263435	177264647	-1
RP11-423H2.5	chr5	177284946	177298195	-1
AC106795.1	chr5	177335466	177335558	1
RP11-1252I4.2	chr5	177366623	177410055	1
RP11-423H2.3	chr5	177377336	177390961	1
SUDS3P1	chr5	177398317	177399282	1
PROP1	chr5	177419236	177423243	-1
FAM153C	chr5	177433406	177482560	1
RP11-889L3.1	chr5	177482605	177483195	1
N4BP3	chr5	177540444	177553088	1
RMND5B	chr5	177557997	177577566	1
NHP2	chr5	177576461	177580968	-1
RP11-889L3.4	chr5	177592703	177593563	1
GMCL1P1	chr5	177612720	177614300	-1
HNRNPAB	chr5	177631508	177638164	1
